user_id,age,gender,weight,height,bmi,goal,sleep_hours,sleep_quality,bedtime_hour,wake_time,fatigue_level,steps_walked,exercise_minutes,exercise_type,calories_burned,heart_rate_avg,calories_intake,protein_intake,junk_food_freq,water_intake,meal_frequency,stress_level,mood,screen_time,work_hours,social_interaction,meditation_minutes,hair_condition,skin_condition,sun_exposure,water_quality,workout_plan,diet_plan,lifestyle_change,mental_care,hair_skin_care
U0502,34,Male,56,177,17.9,weight_loss,8.9,5,0,7,6,11388,13,strength,226,104,3154,99,4,3.5,2,9,6,5,5,medium,6,1,5,5,good,Strength Training,Low Carb,None,Meditation,Maintain Routine
U0503,25,Male,62,162,23.6,stress_relief,7.8,2,22,3,3,5053,1,mixed,314,84,2231,87,2,3.2,3,1,8,3,9,high,21,5,3,4,average,Moderate Workout,Balanced Diet,None,None,Maintain Routine
U0504,48,Female,97,188,27.4,maintain,5.1,4,22,5,2,1079,51,mixed,176,117,2232,38,1,3.5,2,4,9,8,9,high,11,5,2,0,average,Weight Loss Workout,High Protein,Improve Sleep,None,Skin Care
U0505,20,Female,69,165,25.3,stress_relief,5.6,1,23,5,9,3745,33,strength,121,103,2796,44,1,1.9,2,5,1,9,4,low,24,2,3,2,average,Weight Loss Workout,High Protein,Improve Sleep,Relaxation,Hydration
U0506,32,Male,85,180,26.2,stress_relief,6.8,2,0,7,7,8897,29,cardio,144,75,2562,141,4,3.0,5,8,8,5,8,high,23,5,4,5,average,Weight Loss Workout,Balanced Diet,None,Meditation,Maintain Routine
U0507,45,Female,96,151,42.1,muscle_gain,7.4,2,0,6,8,9915,10,strength,301,82,3456,70,3,3.9,3,1,6,3,5,medium,27,4,5,4,average,Weight Loss Workout,Low Carb,None,None,Maintain Routine
U0508,24,Female,99,154,41.7,maintain,6.8,3,22,5,7,4688,36,none,453,94,1661,146,5,3.9,4,3,4,9,7,high,27,1,3,5,poor,Weight Loss Workout,Balanced Diet,Reduce Screen Time,None,Maintain Routine
U0509,49,Male,84,188,23.8,muscle_gain,8.7,5,0,5,1,7157,23,cardio,405,116,3008,90,6,2.1,5,2,5,9,9,high,26,3,1,5,good,Moderate Workout,Low Carb,Reduce Screen Time,None,Skin Care
U0510,36,Female,97,153,41.4,weight_loss,8.4,4,21,5,2,6386,30,none,219,113,2067,67,4,1.3,3,10,10,4,11,high,7,4,2,2,poor,Weight Loss Workout,Balanced Diet,None,Meditation,Hydration
U0511,33,Male,72,162,27.4,stress_relief,7.3,1,1,6,2,10983,32,strength,319,78,1606,98,0,3.3,2,8,6,6,4,low,2,2,3,2,average,Weight Loss Workout,Balanced Diet,None,Meditation,Maintain Routine
U0512,25,Male,88,184,26.0,stress_relief,7.2,1,1,9,3,3692,54,cardio,375,83,2687,63,1,2.3,5,6,2,4,4,low,24,2,4,4,average,Weight Loss Workout,Balanced Diet,None,Relaxation,Maintain Routine
U0513,25,Male,94,164,34.9,weight_loss,5.2,4,1,9,2,4042,46,none,246,104,2688,83,5,1.9,3,3,7,8,7,medium,26,3,1,1,average,Weight Loss Workout,Balanced Diet,Improve Sleep,None,Hydration
U0514,33,Male,73,164,27.1,maintain,7.8,1,22,6,3,1464,15,mixed,138,111,1787,137,0,3.9,5,1,10,8,4,low,16,4,1,1,poor,Weight Loss Workout,Balanced Diet,Reduce Screen Time,None,Skin Care
U0515,19,Female,72,162,27.4,weight_loss,5.1,4,0,7,9,1557,16,cardio,246,89,2354,44,2,2.9,3,7,1,3,11,medium,26,5,4,2,average,Weight Loss Workout,High Protein,Improve Sleep,Relaxation,Maintain Routine
U0516,18,Female,71,188,20.1,stress_relief,4.1,5,22,4,8,6349,40,mixed,419,66,2221,93,0,2.3,2,4,4,2,9,medium,23,2,5,5,poor,Moderate Workout,Balanced Diet,Improve Sleep,None,Maintain Routine
U0517,22,Female,78,162,29.7,stress_relief,7.9,4,22,5,8,2331,3,cardio,117,98,3306,82,5,2.5,5,8,5,9,7,medium,15,3,1,0,good,Weight Loss Workout,Low Carb,Reduce Screen Time,Meditation,Skin Care
U0518,20,Female,88,178,27.8,muscle_gain,6.4,3,21,5,1,5929,7,strength,124,61,2267,144,0,2.5,3,3,5,8,5,high,25,3,2,2,poor,Weight Loss Workout,Balanced Diet,Reduce Screen Time,None,Skin Care
U0519,27,Female,56,166,20.3,muscle_gain,7.2,4,23,6,4,7238,24,cardio,112,77,3440,141,0,1.1,5,4,5,4,7,low,20,5,3,2,poor,Moderate Workout,Low Carb,None,None,Hydration
U0520,36,Female,89,184,26.3,stress_relief,8.3,5,0,5,8,3186,15,none,338,83,1752,114,3,3.9,3,8,7,3,9,low,29,5,5,4,good,Weight Loss Workout,Balanced Diet,None,Meditation,Maintain Routine
U0521,46,Female,72,164,26.8,muscle_gain,7.6,5,1,9,6,2908,28,strength,332,108,2774,79,4,2.2,5,4,5,6,11,high,14,3,3,5,good,Weight Loss Workout,Balanced Diet,None,None,Maintain Routine
U0522,29,Male,50,167,17.9,weight_loss,5.4,4,22,3,4,5754,5,cardio,258,68,2991,103,4,1.3,2,2,2,6,4,low,11,2,2,3,good,Strength Training,Low Carb,Improve Sleep,Relaxation,Hydration
U0523,19,Male,71,179,22.2,muscle_gain,8.4,3,21,5,7,6088,44,cardio,238,65,1647,128,3,2.4,2,10,10,5,9,medium,27,3,2,2,good,Moderate Workout,Balanced Diet,None,Meditation,Skin Care
U0524,43,Male,77,176,24.9,muscle_gain,6.9,1,22,3,1,9539,47,strength,157,74,2194,110,1,3.5,2,1,9,9,8,medium,22,4,3,5,poor,Moderate Workout,Balanced Diet,Reduce Screen Time,None,Maintain Routine
U0525,30,Male,51,161,19.7,weight_loss,8.9,4,21,5,6,10829,6,none,323,70,2291,96,5,4.0,3,9,2,4,7,high,12,2,4,3,average,Moderate Workout,Balanced Diet,None,Meditation,Maintain Routine
U0526,26,Male,97,170,33.6,weight_loss,5.9,3,22,6,5,7176,22,cardio,153,112,1548,107,5,2.3,3,10,7,3,5,low,24,4,5,1,average,Weight Loss Workout,Balanced Diet,Improve Sleep,Meditation,Maintain Routine
U0527,45,Female,73,162,27.8,muscle_gain,7.5,4,21,3,6,11835,22,strength,385,97,1813,123,0,1.4,3,4,1,3,11,medium,25,2,4,0,poor,Weight Loss Workout,Balanced Diet,None,Relaxation,Hydration
U0528,37,Male,89,163,33.5,weight_loss,6.2,3,1,7,6,3841,39,strength,362,89,2425,149,2,3.9,5,1,1,7,9,medium,24,4,4,5,good,Weight Loss Workout,Balanced Diet,None,Relaxation,Maintain Routine
U0529,45,Male,55,182,16.6,weight_loss,4.9,4,23,6,3,1525,1,cardio,487,85,2638,41,1,3.4,5,10,6,2,6,low,14,3,5,4,good,Strength Training,High Protein,Improve Sleep,Meditation,Maintain Routine
U0530,45,Female,54,181,16.5,maintain,6.7,2,1,9,4,4297,9,none,268,116,2291,133,0,3.9,2,8,3,4,4,medium,10,2,4,5,poor,Strength Training,Balanced Diet,None,Meditation,Maintain Routine
U0531,35,Female,69,188,19.5,weight_loss,5.2,4,0,8,4,5993,27,strength,122,74,2431,120,5,1.6,3,3,4,3,9,low,8,5,4,2,poor,Moderate Workout,Balanced Diet,Improve Sleep,None,Hydration
U0532,24,Female,54,153,23.1,stress_relief,4.8,5,21,3,2,4285,13,mixed,125,102,2303,68,4,3.1,3,6,2,9,11,medium,26,3,1,5,good,Moderate Workout,Balanced Diet,Improve Sleep,Relaxation,Skin Care
U0533,32,Male,67,171,22.9,stress_relief,8.8,5,21,3,10,10709,12,strength,201,100,2504,38,6,2.5,3,5,9,9,10,medium,2,1,3,1,average,Moderate Workout,High Protein,Reduce Screen Time,None,Maintain Routine
U0534,35,Female,75,168,26.6,weight_loss,5.6,3,23,7,4,5856,18,cardio,106,88,3206,98,5,2.8,5,10,8,3,7,medium,12,2,2,1,poor,Weight Loss Workout,Low Carb,Improve Sleep,Meditation,Skin Care
U0535,37,Male,65,169,22.8,weight_loss,7.6,3,22,6,2,8852,21,mixed,378,118,1945,142,3,1.1,2,9,7,8,7,low,23,5,1,5,poor,Moderate Workout,Balanced Diet,Reduce Screen Time,Meditation,Hydration
U0536,38,Female,75,174,24.8,weight_loss,5.6,1,21,2,5,7071,8,mixed,297,87,2184,55,3,2.6,3,6,4,4,8,medium,17,3,3,5,poor,Moderate Workout,Balanced Diet,Improve Sleep,None,Maintain Routine
U0537,38,Female,87,170,30.1,weight_loss,6.9,2,0,5,6,8188,16,cardio,245,116,2386,66,3,1.3,4,4,1,5,4,low,25,3,5,0,average,Weight Loss Workout,Balanced Diet,None,Relaxation,Hydration
U0538,36,Male,72,168,25.5,maintain,7.2,4,0,7,2,1800,27,none,451,109,2671,69,2,1.6,4,6,6,6,4,low,19,1,5,5,average,Weight Loss Workout,Balanced Diet,None,None,Hydration
U0539,43,Female,83,187,23.7,stress_relief,5.1,3,0,6,6,7227,30,cardio,170,67,3492,31,0,3.0,2,10,1,6,9,high,27,4,3,4,poor,Moderate Workout,Low Carb,Improve Sleep,Meditation,Maintain Routine
U0540,43,Male,55,158,22.0,weight_loss,7.5,4,0,8,2,4619,7,cardio,492,60,2856,79,6,3.8,4,6,7,6,10,high,18,3,1,4,good,Moderate Workout,Low Carb,None,None,Skin Care
U0541,28,Female,77,173,25.7,stress_relief,8.6,2,21,4,4,11317,38,strength,363,83,2731,113,6,2.2,2,6,6,7,11,medium,23,5,5,1,good,Weight Loss Workout,Balanced Diet,None,None,Maintain Routine
U0542,26,Female,80,176,25.8,weight_loss,7.8,3,21,3,1,4783,56,mixed,477,87,3377,111,5,3.7,4,9,2,4,8,high,1,3,2,0,poor,Weight Loss Workout,Low Carb,None,Meditation,Skin Care
U0543,45,Male,91,164,33.8,stress_relief,6.2,2,22,4,10,3064,52,strength,357,107,2216,56,0,3.0,3,8,6,2,9,high,6,1,3,4,good,Weight Loss Workout,Balanced Diet,None,Meditation,Maintain Routine
U0544,37,Male,56,189,15.7,stress_relief,8.4,4,0,7,8,10669,24,cardio,158,72,2370,133,5,3.8,5,6,2,7,11,low,12,2,4,5,average,Strength Training,Balanced Diet,None,Relaxation,Maintain Routine
U0545,19,Female,63,176,20.3,stress_relief,8.4,5,0,8,7,8021,24,mixed,135,109,2910,30,0,3.9,5,5,3,8,9,medium,2,1,2,2,good,Moderate Workout,Low Carb,Reduce Screen Time,Relaxation,Skin Care
U0546,23,Female,75,174,24.8,stress_relief,4.2,1,0,8,2,1845,57,cardio,205,79,2597,39,2,3.6,2,8,1,8,4,high,8,5,2,3,poor,Light Cardio,High Protein,Improve Sleep,Meditation,Skin Care
U0547,28,Female,62,174,20.5,stress_relief,7.9,4,23,4,5,3060,26,mixed,452,101,3387,37,4,3.0,3,7,9,6,4,medium,9,2,2,3,good,Light Cardio,Low Carb,None,None,Skin Care
U0548,33,Male,79,166,28.7,muscle_gain,4.9,3,1,6,1,5308,52,cardio,203,104,3212,48,3,2.9,2,5,9,7,5,medium,26,1,5,4,poor,Weight Loss Workout,Low Carb,Improve Sleep,None,Maintain Routine
U0549,29,Male,97,179,30.3,muscle_gain,7.3,5,0,5,10,3093,30,strength,163,88,3166,38,2,2.1,3,10,10,7,4,high,20,2,5,0,good,Weight Loss Workout,Low Carb,None,Meditation,Maintain Routine
U0550,49,Male,60,189,16.8,weight_loss,4.9,1,22,4,6,6734,59,strength,360,108,1905,119,4,3.5,5,10,7,8,5,high,11,3,4,5,poor,Strength Training,Balanced Diet,Improve Sleep,Meditation,Maintain Routine
U0551,19,Female,60,154,25.3,muscle_gain,5.8,3,1,7,7,11954,31,none,322,104,1616,101,3,3.0,5,2,3,5,7,medium,8,2,1,3,good,Weight Loss Workout,Balanced Diet,Improve Sleep,Relaxation,Skin Care
U0552,44,Male,68,187,19.4,muscle_gain,5.0,3,1,6,2,1941,15,strength,364,106,2786,43,5,3.0,5,8,2,9,4,medium,16,3,5,5,average,Light Cardio,High Protein,Improve Sleep,Meditation,Maintain Routine
U0553,37,Female,56,156,23.0,muscle_gain,7.4,2,1,6,5,3791,4,mixed,302,64,2636,147,3,3.4,5,6,2,9,4,low,23,1,2,3,poor,Light Cardio,Balanced Diet,Reduce Screen Time,Relaxation,Skin Care
U0554,42,Female,94,167,33.7,stress_relief,6.6,2,22,4,1,4206,11,strength,109,64,3376,32,2,3.5,4,6,4,6,6,medium,28,3,4,5,poor,Weight Loss Workout,Low Carb,None,None,Maintain Routine
U0555,29,Male,53,168,18.8,weight_loss,8.1,2,1,6,2,3717,50,strength,443,107,2247,62,0,1.2,5,2,3,8,4,high,23,1,2,3,average,Light Cardio,Balanced Diet,Reduce Screen Time,Relaxation,Hydration
U0556,21,Male,89,172,30.1,weight_loss,8.2,3,23,4,8,2304,17,none,335,77,2021,100,3,2.8,3,2,2,8,7,low,19,1,2,2,poor,Weight Loss Workout,Balanced Diet,Reduce Screen Time,Relaxation,Skin Care
U0557,27,Male,84,187,24.0,maintain,5.3,4,23,7,8,10343,31,cardio,106,61,2352,35,3,3.6,5,10,5,7,4,high,22,2,3,0,average,Moderate Workout,High Protein,Improve Sleep,Meditation,Maintain Routine
U0558,20,Male,64,184,18.9,maintain,9.0,4,0,8,9,9283,24,none,447,60,2454,98,1,2.2,3,4,2,3,8,high,4,4,2,2,average,Moderate Workout,Balanced Diet,None,Relaxation,Skin Care
U0559,47,Female,99,181,30.2,muscle_gain,4.5,4,22,4,7,7992,21,none,195,117,2261,139,2,3.2,5,10,4,7,9,low,20,4,5,1,average,Weight Loss Workout,Balanced Diet,Improve Sleep,Meditation,Maintain Routine
U0560,48,Female,80,153,34.2,maintain,6.9,1,1,7,5,5722,26,mixed,364,74,3007,134,6,2.1,4,3,5,4,10,medium,26,3,1,3,good,Weight Loss Workout,Low Carb,None,None,Skin Care
U0561,27,Male,60,180,18.5,maintain,4.7,3,23,5,9,2683,57,cardio,441,109,3412,108,6,3.6,4,4,10,6,10,high,17,4,4,0,poor,Light Cardio,Low Carb,Improve Sleep,None,Maintain Routine
U0562,38,Male,53,151,23.2,weight_loss,6.3,1,23,7,1,8462,18,cardio,381,103,2535,51,4,3.8,3,4,6,4,5,high,28,1,2,0,good,Moderate Workout,Balanced Diet,None,None,Skin Care
U0563,29,Male,64,150,28.4,stress_relief,4.8,2,1,6,1,6892,17,mixed,482,117,3365,65,0,3.8,2,2,8,2,10,high,16,4,5,5,poor,Weight Loss Workout,Low Carb,Improve Sleep,None,Maintain Routine
U0564,22,Male,70,174,23.1,maintain,6.5,3,21,5,5,11691,43,none,317,93,3305,44,3,1.0,4,9,7,7,8,high,11,3,5,5,good,Moderate Workout,Low Carb,None,Meditation,Hydration
U0565,30,Male,89,185,26.0,maintain,6.8,4,21,2,7,2896,11,cardio,241,105,2154,96,6,1.9,5,8,5,7,6,high,3,4,1,5,poor,Weight Loss Workout,Balanced Diet,None,Meditation,Hydration
U0566,32,Male,60,152,26.0,maintain,4.1,2,21,5,10,6408,35,none,239,116,1799,42,3,2.2,5,5,8,5,8,high,11,3,5,3,poor,Weight Loss Workout,High Protein,Improve Sleep,None,Maintain Routine
U0567,38,Male,58,155,24.1,weight_loss,8.5,1,22,6,3,5521,5,strength,290,79,1904,31,1,3.7,5,10,7,3,9,high,27,1,5,0,average,Moderate Workout,High Protein,None,Meditation,Maintain Routine
U0568,26,Female,80,171,27.4,maintain,8.1,4,23,7,2,6906,47,mixed,306,64,2918,108,4,1.1,5,1,4,9,10,high,13,4,3,1,average,Weight Loss Workout,Low Carb,Reduce Screen Time,None,Hydration
U0569,39,Female,70,166,25.4,maintain,6.4,2,21,5,7,4081,45,strength,397,111,3032,124,2,3.9,2,9,3,8,4,low,6,2,3,5,average,Weight Loss Workout,Low Carb,Reduce Screen Time,Meditation,Maintain Routine
U0570,39,Male,93,158,37.3,maintain,5.0,5,21,5,6,7190,35,cardio,302,64,2189,53,6,2.5,5,5,1,7,5,medium,4,3,1,4,poor,Weight Loss Workout,Balanced Diet,Improve Sleep,Relaxation,Skin Care
U0571,45,Female,69,161,26.6,muscle_gain,7.3,5,1,8,1,9367,20,strength,481,90,2782,46,4,2.2,3,7,6,5,11,high,29,2,5,2,average,Weight Loss Workout,High Protein,None,None,Maintain Routine
U0572,46,Male,59,181,18.0,maintain,7.0,5,23,4,3,5402,46,cardio,483,70,1713,111,2,1.1,3,5,9,5,11,high,27,3,5,4,average,Moderate Workout,Balanced Diet,None,None,Hydration
U0573,28,Male,76,170,26.3,muscle_gain,5.7,1,23,6,9,5340,16,mixed,394,66,2906,59,4,1.1,5,9,8,6,9,high,7,1,3,3,poor,Weight Loss Workout,Low Carb,Improve Sleep,Meditation,Hydration
U0574,40,Female,85,164,31.6,maintain,5.0,5,1,7,7,4084,57,mixed,271,66,1867,148,6,3.6,2,7,3,8,7,high,6,2,2,2,average,Weight Loss Workout,Balanced Diet,Improve Sleep,Relaxation,Skin Care
U0575,37,Female,89,187,25.5,stress_relief,5.0,4,22,4,4,7997,50,strength,152,80,2589,133,4,3.2,4,9,9,2,10,low,21,1,2,3,average,Weight Loss Workout,Balanced Diet,Improve Sleep,Meditation,Skin Care
U0576,49,Female,89,151,39.0,muscle_gain,7.2,4,21,3,1,8815,27,none,248,82,2939,37,6,1.9,5,10,8,2,5,high,16,4,5,2,good,Weight Loss Workout,Low Carb,None,Meditation,Hydration
U0577,25,Female,86,180,26.5,weight_loss,8.7,2,23,6,3,4600,13,strength,401,97,2302,30,5,3.1,5,1,1,5,5,medium,7,2,3,1,poor,Weight Loss Workout,High Protein,None,Relaxation,Maintain Routine
U0578,44,Male,59,165,21.7,stress_relief,6.6,4,23,7,3,3688,26,none,367,89,2532,82,4,3.6,2,10,1,5,11,high,18,3,4,3,poor,Light Cardio,Balanced Diet,None,Meditation,Maintain Routine
U0579,32,Male,88,180,27.2,maintain,5.6,2,22,4,4,11222,42,strength,486,74,3134,76,5,2.3,5,1,5,2,5,medium,15,2,2,4,average,Weight Loss Workout,Low Carb,Improve Sleep,None,Skin Care
U0580,45,Female,98,169,34.3,muscle_gain,7.7,5,0,8,2,8211,1,strength,372,69,3309,51,2,3.2,2,8,4,2,7,medium,1,3,5,3,average,Weight Loss Workout,Low Carb,None,Meditation,Maintain Routine
U0581,48,Male,72,171,24.6,stress_relief,4.6,2,23,6,4,5476,44,mixed,220,98,2643,101,1,3.5,4,4,5,3,8,high,29,1,1,3,average,Moderate Workout,Balanced Diet,Improve Sleep,None,Skin Care
U0582,47,Female,87,153,37.2,stress_relief,8.1,1,21,2,8,7042,6,cardio,462,94,2901,41,4,1.8,2,10,1,7,6,medium,1,5,1,4,poor,Weight Loss Workout,Low Carb,None,Meditation,Hydration
U0583,21,Male,69,186,19.9,weight_loss,8.9,2,21,2,1,10461,14,none,473,96,3099,120,5,2.6,3,7,3,2,9,high,12,1,3,4,average,Moderate Workout,Low Carb,None,Relaxation,Maintain Routine
U0584,46,Female,72,181,22.0,maintain,6.6,4,0,8,4,8707,13,mixed,325,72,2234,126,3,2.7,5,9,9,5,5,high,16,5,5,1,average,Moderate Workout,Balanced Diet,None,Meditation,Maintain Routine
U0585,33,Male,77,152,33.3,weight_loss,8.1,4,1,7,4,11999,44,cardio,170,87,2113,42,3,1.3,5,5,8,8,7,high,1,4,3,1,average,Weight Loss Workout,High Protein,Reduce Screen Time,None,Hydration
U0586,30,Female,78,178,24.6,maintain,8.8,5,23,5,9,3379,29,cardio,406,92,2925,107,5,4.0,2,1,4,5,10,high,21,2,1,1,good,Light Cardio,Low Carb,None,None,Skin Care
U0587,44,Male,92,172,31.1,maintain,7.0,3,1,9,3,1998,6,mixed,384,114,1920,142,1,3.1,2,2,2,2,5,medium,29,3,1,0,average,Weight Loss Workout,Balanced Diet,None,Relaxation,Skin Care
U0588,37,Female,94,157,38.1,muscle_gain,5.8,3,22,6,2,9215,23,none,125,84,2303,100,1,1.2,5,1,4,3,4,low,18,4,2,0,poor,Weight Loss Workout,Balanced Diet,Improve Sleep,None,Hydration
U0589,41,Male,58,188,16.4,weight_loss,6.3,1,1,7,5,7995,7,mixed,210,80,3220,134,2,1.4,4,6,6,5,6,low,9,3,1,3,poor,Strength Training,Low Carb,None,None,Hydration
U0590,32,Male,95,170,32.9,muscle_gain,6.6,1,23,6,3,8069,34,strength,151,113,3049,64,3,2.5,3,7,7,8,8,high,17,4,5,3,poor,Weight Loss Workout,Low Carb,Reduce Screen Time,None,Maintain Routine
U0591,41,Female,94,178,29.7,muscle_gain,5.7,1,1,9,4,11025,48,strength,242,65,3218,82,6,3.5,4,2,4,4,4,low,18,3,5,2,average,Weight Loss Workout,Low Carb,Improve Sleep,None,Maintain Routine
U0592,45,Female,74,186,21.4,stress_relief,4.1,2,21,4,9,9102,45,cardio,237,82,2989,61,0,2.0,5,2,8,3,11,high,23,3,1,5,good,Moderate Workout,Low Carb,Improve Sleep,None,Skin Care
U0593,46,Female,77,187,22.0,weight_loss,8.2,1,23,5,8,3121,46,none,458,69,1919,118,3,1.9,2,10,3,7,8,high,15,2,5,3,good,Light Cardio,Balanced Diet,None,Meditation,Hydration
U0594,35,Male,66,180,20.4,muscle_gain,6.3,1,0,8,5,5923,58,strength,400,119,2293,131,2,3.1,2,3,3,6,9,low,12,1,3,0,good,Moderate Workout,Balanced Diet,None,Relaxation,Maintain Routine
U0595,34,Female,63,183,18.8,muscle_gain,5.5,1,23,5,8,1600,1,strength,450,68,1849,113,4,3.8,2,6,10,5,4,low,6,4,2,0,good,Light Cardio,Balanced Diet,Improve Sleep,None,Skin Care
U0596,33,Male,73,161,28.2,muscle_gain,8.4,5,23,7,7,3538,26,strength,440,103,3198,142,6,1.3,4,7,2,6,7,medium,23,1,2,1,poor,Weight Loss Workout,Low Carb,None,Relaxation,Hydration
U0597,34,Female,83,163,31.2,stress_relief,5.9,5,21,2,7,2473,33,cardio,192,96,3487,105,1,3.3,5,3,4,3,7,medium,20,5,5,2,poor,Weight Loss Workout,Low Carb,Improve Sleep,None,Maintain Routine
U0598,44,Female,55,150,24.4,maintain,7.6,4,1,6,5,6905,20,none,359,72,1965,145,4,3.5,2,3,1,2,9,high,19,1,1,4,average,Moderate Workout,Balanced Diet,None,Relaxation,Skin Care
U0599,32,Female,97,188,27.4,maintain,4.6,4,0,5,4,3804,0,cardio,300,60,2347,47,5,3.5,3,2,9,5,8,high,21,3,5,2,poor,Weight Loss Workout,High Protein,Improve Sleep,None,Maintain Routine
U0600,25,Male,65,174,21.5,maintain,5.3,4,23,6,1,3410,4,mixed,242,101,1993,63,2,4.0,3,5,4,9,8,medium,21,4,5,0,good,Light Cardio,Balanced Diet,Improve Sleep,None,Maintain Routine
U0601,37,Female,93,177,29.7,weight_loss,4.5,4,21,5,9,6996,48,cardio,455,73,2798,100,2,2.4,5,10,2,3,8,low,16,4,5,3,average,Weight Loss Workout,Balanced Diet,Improve Sleep,Meditation,Maintain Routine
U0602,48,Male,76,168,26.9,weight_loss,7.6,3,0,6,7,11541,43,mixed,279,67,3218,95,4,2.7,2,4,4,6,11,medium,26,4,5,4,good,Weight Loss Workout,Low Carb,None,None,Maintain Routine
U0603,32,Female,56,189,15.7,muscle_gain,4.8,2,22,4,10,11641,45,strength,266,89,3189,100,6,2.9,3,2,9,9,11,medium,16,1,3,3,poor,Strength Training,Low Carb,Improve Sleep,None,Maintain Routine
U0604,20,Female,57,179,17.8,maintain,5.8,5,22,6,2,1012,23,mixed,369,87,3494,99,5,3.3,2,1,9,3,9,low,0,3,4,4,average,Strength Training,Low Carb,Improve Sleep,None,Maintain Routine
U0605,38,Female,69,175,22.5,stress_relief,6.0,5,22,6,9,11987,58,cardio,452,74,2651,110,1,3.6,3,9,4,6,7,high,13,3,1,0,good,Moderate Workout,Balanced Diet,None,Meditation,Skin Care
U0606,37,Female,91,150,40.4,muscle_gain,7.0,3,21,4,9,5880,20,mixed,240,62,2975,33,2,3.1,3,8,10,6,8,low,11,2,3,2,poor,Weight Loss Workout,Low Carb,None,Meditation,Maintain Routine
U0607,29,Female,96,171,32.8,weight_loss,4.5,4,1,6,5,9495,57,strength,207,118,2486,130,6,1.7,3,6,7,6,4,medium,3,5,2,0,average,Weight Loss Workout,Balanced Diet,Improve Sleep,None,Hydration
U0608,41,Male,73,157,29.6,muscle_gain,7.4,1,1,7,5,6475,25,strength,464,90,2725,139,1,1.3,5,1,5,7,7,high,8,3,5,5,good,Weight Loss Workout,Balanced Diet,None,None,Hydration
U0609,39,Female,92,178,29.0,stress_relief,4.6,5,22,5,4,4317,4,strength,407,88,2875,60,1,1.1,2,5,7,2,7,high,20,4,4,0,good,Weight Loss Workout,Low Carb,Improve Sleep,None,Hydration
U0610,27,Male,80,151,35.1,maintain,5.9,3,23,4,2,9389,8,cardio,183,88,2608,102,3,1.4,5,4,8,7,8,low,27,3,5,0,poor,Weight Loss Workout,Balanced Diet,Improve Sleep,None,Hydration
U0611,45,Female,54,188,15.3,maintain,4.8,2,1,7,7,9551,5,mixed,419,98,3469,59,5,2.0,3,4,7,4,8,low,14,2,3,0,good,Strength Training,Low Carb,Improve Sleep,None,Maintain Routine
U0612,32,Female,54,183,16.1,maintain,8.9,3,21,3,10,4857,47,cardio,100,102,3428,52,2,3.7,3,6,8,8,5,high,20,5,4,2,average,Strength Training,Low Carb,Reduce Screen Time,None,Maintain Routine
U0613,20,Female,81,151,35.5,maintain,6.2,3,22,5,1,11199,0,mixed,114,96,1654,131,2,1.7,4,7,2,8,5,low,6,3,3,5,poor,Weight Loss Workout,Balanced Diet,Reduce Screen Time,Relaxation,Hydration
U0614,31,Female,66,185,19.3,stress_relief,7.4,2,1,8,8,4857,2,none,289,69,2447,102,5,2.5,4,1,4,3,6,medium,21,2,5,2,average,Moderate Workout,Balanced Diet,None,None,Maintain Routine
U0615,20,Male,92,167,33.0,stress_relief,6.0,1,22,3,6,9818,38,none,364,94,2162,41,3,1.6,3,8,9,6,11,medium,9,1,1,5,average,Weight Loss Workout,High Protein,None,Meditation,Hydration
U0616,41,Female,77,184,22.7,maintain,4.3,5,22,3,9,3021,5,none,333,114,3070,111,4,1.6,2,10,1,5,5,high,20,2,4,1,good,Light Cardio,Low Carb,Improve Sleep,Meditation,Hydration
U0617,31,Female,64,151,28.1,stress_relief,5.4,1,23,4,10,10472,31,mixed,153,106,1599,68,5,3.5,2,2,10,9,11,high,9,3,4,5,poor,Weight Loss Workout,Balanced Diet,Improve Sleep,None,Maintain Routine
U0618,23,Male,68,182,20.5,maintain,5.6,3,0,6,5,8250,52,mixed,155,93,2545,97,0,1.8,5,1,6,4,6,medium,27,2,5,0,average,Moderate Workout,Balanced Diet,Improve Sleep,None,Hydration
U0619,20,Male,91,154,38.4,muscle_gain,6.3,2,1,6,1,6250,4,cardio,349,108,2083,46,0,1.8,2,8,5,8,10,high,6,3,1,3,poor,Weight Loss Workout,High Protein,Reduce Screen Time,Meditation,Hydration
U0620,19,Male,71,167,25.5,muscle_gain,6.9,2,21,4,3,2293,43,strength,160,95,3048,45,5,3.3,2,6,6,3,9,high,23,1,2,2,good,Weight Loss Workout,Low Carb,None,None,Skin Care
U0621,29,Male,50,175,16.3,stress_relief,6.8,5,23,4,10,7436,48,none,374,60,1528,116,0,3.5,2,7,5,8,4,medium,5,1,1,4,average,Strength Training,Balanced Diet,Reduce Screen Time,None,Skin Care
U0622,25,Female,80,186,23.1,weight_loss,5.5,2,23,7,8,10184,44,cardio,104,87,2256,133,0,1.0,2,9,2,8,11,high,19,1,2,2,poor,Moderate Workout,Balanced Diet,Improve Sleep,Meditation,Hydration
U0623,36,Female,59,158,23.6,weight_loss,4.6,2,22,3,9,3749,14,cardio,437,60,3225,85,2,2.1,5,8,1,9,4,low,29,1,4,4,good,Light Cardio,Low Carb,Improve Sleep,Meditation,Maintain Routine
